site,transect,spcode,start,stop
SLEEPY,B2,PSEMEN,24.9,31.4
SLEEPY,B2,PSEMEN,26.6,34.5
SLEEPY,B2,POPTRE,31.7,34.6
SLEEPY,B2,PSEMEN,35.6,37
SLEEPY,B2,PSEMEN,36.6,38.9
SLEEPY,B2,PSEMEN,35.9,37.6
SLEEPY,B2,HOLDIS,41.4,41.6
SLEEPY,B2,HOLDIS,42,42.2
SLEEPY,B2,PSEMEN,42.5,46
SLEEPY,B2,PSEMEN,43.6,50
SLEEPY,B3,ABICON,0,2.5
SLEEPY,B3,HOLDIS,1.3,1.8
SLEEPY,B3,PSEMEN,2.1,3.7
SLEEPY,B3,ACEGLA,5.2,7.3
SLEEPY,B3,ACEGLA,8.1,10.6
SLEEPY,B3,ACEGLA,10.4,10.6
SLEEPY,B3,HOLDIS,13.5,14.1
SLEEPY,B3,POPTRE,12,12.8
SLEEPY,B3,ABICON,17.6,20.2
SLEEPY,B3,HOLDIS,19.5,21.3
SLEEPY,B3,POPTRE,23.6,23.7
SLEEPY,B3,HOLDIS,25.2,25.5
SLEEPY,B3,ABICON,25.9,26.7
SLEEPY,B3,(ribes2),27.6,28
SLEEPY,B3,QUEGAM,27,27.8
SLEEPY,B3,HOLDIS,29.4,29.8
SLEEPY,B3,POPTRE,29.9,31.7
SLEEPY,B3,QUEGAM,31.4,31.5
SLEEPY,B3,POPTRE,33.1,33.2
SLEEPY,B3,ABICON,34,35.5
SLEEPY,B3,POPTRE,35.2,35.4
SLEEPY,B3,HOLDIS,35.3,35.7
SLEEPY,B3,PRUSER,38.8,39.8
SLEEPY,B3,HOLDIS,40.7,40.9
SLEEPY,B3,POPTRE,46.6,50
SLEEPY,B3,PSEMEN,49.1,50
BLM,A1,LARTRI,7.3,10.3
BLM,A1,LARTRI,11,12.6
BLM,A1,OPUMAC,11.4,12.2
BLM,A1,LARTRI,15.5,16.3
BLM,A1,LARTRI,16.6,17.3
BLM,A1,LARTRI,18,18.1
BLM,A1,LARTRI,20.6,21.4
BLM,A1,PROGLA,21.9,24.6
BLM,A1,LARTRI,25.9,26.3
BLM,A1,LARTRI,27.1,28
BLM,A1,LARTRI,31,31.9
BLM,A1,LARTRI,33,33.9
BLM,A1,LARTRI,35.3,35.5
BLM,A1,LARTRI,41.3,42.5
BLM,A1,PARINC,42.5,42.8
BLM,A1,LARTRI,43.1,44.5
BLM,A1,OPUMAC,43.4,43.6
BLM,A1,PARINC,43.7,43.8
BLM,A1,PARINC,44,44.6
BLM,A1,PARINC,46.4,47.9
BLM,A1,OPUMAC,47.3,47.5
BLM,A2,PARINC,0.5,1
BLM,A2,PARINC,1.2,1.6
BLM,A2,LARTRI,3.2,4.1
BLM,A2,PARINC,4.8,4.9
BLM,A2,PARINC,5.4,5.8
BLM,A2,LARTRI,5.7,6.7
BLM,A2,PARINC,5.9,6.3
BLM,A2,LARTRI,7.1,8.2
BLM,A2,PROGLA,8.2,10.1
BLM,A2,PROGLA,10.3,11.2
BLM,A2,PROGLA,11.2,11.9
BLM,A2,PARINC,11.4,11.55
BLM,A2,LARTRI,12.7,13.15
BLM,A2,LARTRI,14.1,14.6
BLM,A2,PARINC,14.8,15.2
BLM,A2,LARTRI,14.8,15.7
BLM,A2,LARTRI,15.9,17
BLM,A2,PARINC,17,17.2
BLM,A2,LARTRI,17,18.4
BLM,A2,LARTRI,19.8,20.9
BLM,A2,LARTRI,19.75,21
BLM,A2,PARINC,20,20.5
BLM,A2,LARTRI,21.9,22.1
BLM,A2,LARTRI,22.9,23.6
BLM,A2,LARTRI,23.9,25
BLM,A2,LARTRI,26.8,28
BLM,A2,PARINC,27.7,28.1
BLM,A2,LARTRI,27.3,28.6
BLM,A2,LARTRI,28.6,29.2
BLM,A2,LARTRI,29.3,30.5
BLM,A2,PARINC,29.55,29.95
BLM,A2,LARTRI,30.6,31.1
BLM,A2,LARTRI,31.1,32.6
BLM,A2,OPUMAC,31.15,31.25
BLM,A2,PARINC,31.2,31.6
BLM,A2,LARTRI,34.5,36.1
BLM,A2,PARINC,34.6,35.1
BLM,A2,LARTRI,37,38.8
BLM,A2,PARINC,38.1,38.5
BLM,A2,PARINC,40.7,41
BLM,A2,LARTRI,41.7,41.8
BLM,A2,PARINC,40.75,41
BLM,A2,LARTRI,43.9,44.7
BLM,A2,LARTRI,45.45,45.7
BLM,A2,PARINC,47.7,48.2
BLM,A2,LARTRI,47.7,50
SLEEPY,A10,ABICON,0.5,1.3
SLEEPY,A10,PSEMEN,0.1,2.1
SLEEPY,A10,PSEMEN,2.1,7.5
SLEEPY,A10,PSEMEN,7.7,15
SLEEPY,A10,PSEMEN,20,25
SLEEPY,A10,PSEMEN,22,30.4
SLEEPY,A10,PSEMEN,38.9,46.8
SLEEPY,A10,PSEMEN,46.6,49.9
BLM,C1,LARTRI,2,4
BLM,C1,PROGLA,7,8
BLM,C1,PROGLA,8,8.8
BLM,C1,LARTRI,9.8,11.3
BLM,C1,PROGLA,15.3,16.6
BLM,C1,PROGLA,15.6,18.45
BLM,C1,LARTRI,18.9,20.1
BLM,C1,LARTRI,24.25,26.4
BLM,C1,LARTRI,27.05,27.4
BLM,C1,LARTRI,28.2,30.9
BLM,C1,PARINC,31.2,32.5
BLM,C1,LARTRI,32.6,33.35
BLM,C1,LARTRI,34.7,36.5
BLM,C2,LARTRI,0.5,2.5
BLM,C2,PROGLA,6,10.8
BLM,C2,LARTRI,11.5,12.3
BLM,C2,PROGLA,14.6,16.4
BLM,C2,LARTRI,19.6,19.7
BLM,C2,LARTRI,21,21.7
BLM,C2,PROGLA,23.2,30.9
BLM,C2,LARTRI,30.6,32.3
BLM,C2,LARTRI,34.1,35.9
BLM,C2,LARTRI,36.5,38.3
BLM,C2,LARTRI,39.95,42
BLM,C2,LARTRI,44,44.5
BLM,C2,LARTRI,46.55,47.25
BRIDAL,C1,JUNMON,0,3.2
BRIDAL,C1,CERBRE,10.4,11.4
BRIDAL,C1,OPUMAC,15.1,15.4
BRIDAL,C1,CERBRE,15.5,16.15
BRIDAL,C1,CHRMEX,16.95,17.92
BRIDAL,C1,RHUTRI,18.9,19.8
BRIDAL,C1,JUNMON,23,25.3
BRIDAL,C1,CERBRE,24.2,25.1
BRIDAL,C1,JUNMON,43.1,45.3
BRIDAL,C1,RHUTRI,43.1,46
BRIDAL,C1,JUNMON,46.8,47.5
BRIDAL,C2,KOBSPI,1,1.1
BRIDAL,C2,OPUMAC,2.5,3.2
BRIDAL,C2,OPUMAC,3.5,3.8
BRIDAL,C2,CERBRE,3.4,4.8
BRIDAL,C2,OPUMAC,4.7,5.3
BRIDAL,C2,AGANEO,5.6,6.05
BRIDAL,C2,JUNMON,12.3,16.5
BRIDAL,C2,CHRMEX,13.3,14.5
BRIDAL,C2,PROGLA,16.3,18.3
BRIDAL,C2,MAHHAE,19.25,19.9
BRIDAL,C2,CERBRE,24.4,24.5
BRIDAL,C2,KOBSPI,25.8,26.1
BRIDAL,C2,CERBRE,26.6,26.7
BRIDAL,C2,(condalia),29.8,30.7
BRIDAL,C2,CERBRE,34.35,35.65
BRIDAL,C2,JUNMON,35.9,36.4
BRIDAL,C2,CERBRE,37,38
BRIDAL,C2,(mystery-aster),45,47.3
CALICO,C1,CERBRE,0.75,1.4
CALICO,C1,NOLMIC,5.5,6.1
CALICO,C1,YUCBAC,5.9,6.9
CALICO,C1,CERBRE,7.7,10.3
CALICO,C1,(dinedv),7.7,10.33
CALICO,C1,NOLMIC,9.8,10.35
CALICO,C1,NOLMIC,10.95,11.7
CALICO,C1,JUNMON,12.6,14.52
CALICO,C1,CERBRE,15.5,15.7
CALICO,C1,PINEDU,15.56,15.95
CALICO,C1,ATRCAN,18.9,19.6
CALICO,C1,PINEDU,19.7,19.95
CALICO,C1,CERBRE,22.1,23.3
CALICO,C1,QUEGAM,23.3,23.92
CALICO,C1,PINEDU,23.78,24.5
CALICO,C1,YUCBAC,23.85,25.3
CALICO,C1,JUNMON,25,26.15
CALICO,C1,PINEDU,26.3,26.8
CALICO,C1,ATRCAN,26.5,28
CALICO,C1,JUNMON,29.4,30.9
CALICO,C1,QUEGAM,30,32.6
CALICO,C1,JUNMON,32.6,33.4
CALICO,C1,PINEDU,33.6,35.2
CALICO,C1,YUCBAC,35.1,35.5
CALICO,C1,QUEGAM,36,36.6
CALICO,C1,ATRCAN,38.4,38.65
CALICO,C1,JUNMON,40.9,43.3
CALICO,C1,PINEDU,43.1,44.4
CALICO,C1,QUEGAM,43.8,45.9
CALICO,C1,JUNMON,46.2,50
BAILEY,C1,ABICON,1.2,2.7
BAILEY,C1,QUEGAM,6.2,6.32
BAILEY,C1,QUEGAM,11.1,11.44
BAILEY,C1,PSEMEN,12.8,19.8
BAILEY,C1,PSEMEN,15.1,22.3
BAILEY,C1,ABICON,25.4,25.9
BAILEY,C1,PSEMEN,20.7,30.1
BAILEY,C1,QUEGAM,36.7,37.9
BAILEY,C1,QUEGAM,40.7,40.9
BAILEY,C1,QUEGAM,43.3,45.8
BAILEY,C1,PSEMEN,39.2,45
BAILEY,C1,ABICON,47.5,50.5
BAILEY,C1,QUEGAM,45,49.5
BAILEY,C2,PSEMEN,0,2.5
BAILEY,C2,QUEGAM,1.5,3.4
BAILEY,C2,PSEMEN,2.8,4.3
BAILEY,C2,ABICON,5.75,8.3
BAILEY,C2,QUEGAM,6.5,11.93
BAILEY,C2,ABICON,11.3,11.9
BAILEY,C2,ABICON,12.9,14
BAILEY,C2,PSEMEN,13.6,19.8
BAILEY,C2,PINSTR,15.9,16.35
BAILEY,C2,QUEGAM,20,27
BAILEY,C2,HOLDIS,20.35,20.6
BAILEY,C2,QUEGAM,21.34,21.71
BAILEY,C2,HOLDIS,23,24.3
BAILEY,C2,ABICON,23.6,23.85
BAILEY,C2,ABICON,24.6,24.7
BAILEY,C2,PSEMEN,27,29.9
BAILEY,C2,ABICON,28.7,28.9
BAILEY,C2,PSEMEN,29.4,29.7
BAILEY,C2,ABICON,33.1,34.3
BAILEY,C2,PSEMEN,34.6,44.5
BAILEY,C2,ABICON,35.7,36.3
BAILEY,C2,PINSTR,39.75,40.39
BAILEY,C2,ABICON,41.35,42
BAILEY,C2,PSEMEN,42.1,42.2
BAILEY,C2,PSEMEN,44.2,44.95
BAILEY,C2,ABICON,44.75,46.35
BAILEY,C2,QUEGAM,44.7,48.85
BAILEY,C2,ABICON,47.25,47.55
SLEEPY,C1,PSEMEN,4.5,11.1
SLEEPY,C1,ABICON,10.7,15.13
SLEEPY,C1,HOLDIS,12.9,13
SLEEPY,C1,ABICON,18.2,20.55
SLEEPY,C1,HOLDIS,22.65,22.85
SLEEPY,C1,PSEMEN,26.6,32.6
SLEEPY,C1,HOLDIS,25.3,25.4
SLEEPY,C1,ABICON,32.6,34.56
SLEEPY,C1,ABICON,36.22,39.61
SLEEPY,C1,PSEMEN,41,41.6
SLEEPY,C1,ABICON,40.9,43.7
SLEEPY,C1,QUEGAM,45.8,46
SLEEPY,C1,HOLDIS,46,46.3
SLEEPY,C1,PINSTR,46.6,48.8
SLEEPY,C2,PSEMEN,5.43,7.63
SLEEPY,C2,PINSTR,8.6,10.2
SLEEPY,C2,PSEMEN,9.3,13
SLEEPY,C2,ROBNEO,9.4,9.5
SLEEPY,C2,ABICON,10.3,10.8
SLEEPY,C2,ROBNEO,14.9,17.12
SLEEPY,C2,ABICON,15.5,19.25
SLEEPY,C2,HOLDIS,23.1,23.45
SLEEPY,C2,ABICON,23.35,24.1
SLEEPY,C2,ABICON,30.4,33.966
SLEEPY,C2,ABICON,36.3,36.99
SLEEPY,C2,PSEMEN,31.25,31.65
SLEEPY,C2,HOLDIS,32.8,32.95
SLEEPY,C2,HOLDIS,45.2,50
SLEEPY,C2,ABICON,46,48.5
SLEEPY,C3,PSEMEN,1.6,4.83
SLEEPY,C3,ABICON,4.05,4.35
SLEEPY,C3,HOLDIS,8.45,8.75
SLEEPY,C3,ABICON,9.85,9.05
SLEEPY,C3,PSEMEN,8.9,16.1
SLEEPY,C3,HOLDIS,13.95,14.63
SLEEPY,C3,ABICON,15.3,16.6
SLEEPY,C3,POPTRE,16,18.73
SLEEPY,C3,POPTRE,20.2,22.46
SLEEPY,C3,PSEMEN,19.8,22.2
SLEEPY,C3,POPTRE,25.8,31.7
SLEEPY,C3,PSEMEN,27.9,32.2
SLEEPY,C3,PSEMEN,32.7,35.4
SLEEPY,C3,ABICON,33,31.95
SLEEPY,C3,ABICON,33.75,34.2
SLEEPY,C3,HOLDIS,34.9,36.3
SLEEPY,C3,PSEMEN,35.2,39
SLEEPY,C3,PSEMEN,27.3,42.5
SLEEPY,C3,PSEMEN,38,41
SLEEPY,C3,QUEGAM,36.46,30.7
SLEEPY,C3,QUEGAM,39,43.6
SLEEPY,C3,ABICON,47.4,50
